tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
117052	CHEMBL3885508	Nicotinic acetylcholine receptor alpha-1/beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P11230	CHRNB1	ion channel
117052	CHEMBL3885508	Nicotinic acetylcholine receptor alpha-1/beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P02708	CHRNA1	ion channel
117053	CHEMBL3885509	Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon	10116	Rattus norvegicus	PROTEIN COMPLEX	P25108	CHRNA1	ion channel
117053	CHEMBL3885509	Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon	10116	Rattus norvegicus	PROTEIN COMPLEX	P25109	CHRNB1	ion channel
117053	CHEMBL3885509	Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon	10116	Rattus norvegicus	PROTEIN COMPLEX	P25110	CHRND	ion channel
117054	CHEMBL3885510	Acyl-protein thioesterase 1/2	10116	Rattus norvegicus	PROTEIN FAMILY	Q9QYL8	LYPLA2	other
117054	CHEMBL3885510	Acyl-protein thioesterase 1/2	10116	Rattus norvegicus	PROTEIN FAMILY	P70470	LYPLA1	other
117055	CHEMBL3885511	Adenomatous polyposis coli protein/Transcription factor 7-like 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P25054	APC	other
117055	CHEMBL3885511	Adenomatous polyposis coli protein/Transcription factor 7-like 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9NQB0	TCF7L2	other
117056	CHEMBL3885512	Adenosine receptor A1/Alpha-2A adrenergic receptor	9606	Homo sapiens	PROTEIN COMPLEX	P08913	ADRA2A	other
117056	CHEMBL3885512	Adenosine receptor A1/Alpha-2A adrenergic receptor	9606	Homo sapiens	PROTEIN COMPLEX	P30542	ADORA1	other
117057	CHEMBL3885513	Apoptosis regulator BAX/Bcl-2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P10415	BCL2	ion channel
117057	CHEMBL3885513	Apoptosis regulator BAX/Bcl-2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	ion channel
117058	CHEMBL3885514	Apoptosis regulator BAX/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	other
117058	CHEMBL3885514	Apoptosis regulator BAX/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	ion channel
117058	CHEMBL3885514	Apoptosis regulator BAX/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q16548	BCL2A1	other
117058	CHEMBL3885514	Apoptosis regulator BAX/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q16548	BCL2A1	ion channel
117059	CHEMBL3885515	Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07820	MCL1	other
117059	CHEMBL3885515	Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07820	MCL1	ion channel
117059	CHEMBL3885515	Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	other
117059	CHEMBL3885515	Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	ion channel
117060	CHEMBL3885516	Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q16611	BAK1	other
117060	CHEMBL3885516	Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q16611	BAK1	ion channel
117060	CHEMBL3885516	Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P10415	BCL2	other
117060	CHEMBL3885516	Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P10415	BCL2	ion channel
117061	CHEMBL3885517	Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c	9606	Homo sapiens	PROTEIN COMPLEX	P55211	CASP9	other
117061	CHEMBL3885517	Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c	9606	Homo sapiens	PROTEIN COMPLEX	P99999	CYCS	other
117061	CHEMBL3885517	Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c	9606	Homo sapiens	PROTEIN COMPLEX	P42574	CASP3	other
117061	CHEMBL3885517	Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c	9606	Homo sapiens	PROTEIN COMPLEX	O14727	APAF1	other
117062	CHEMBL3885518	Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q99814	EPAS1	other
117062	CHEMBL3885518	Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P27540	ARNT	other
117064	CHEMBL3885520	Axin-2/Catenin beta-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P35222	CTNNB1	other
117064	CHEMBL3885520	Axin-2/Catenin beta-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9Y2T1	AXIN2	other
117065	CHEMBL3885521	Baculoviral IAP repeat-containing protein 2/Estrogen receptor	9606	Homo sapiens	PROTEIN COMPLEX	P03372	ESR1	nuclear_receptor
117065	CHEMBL3885521	Baculoviral IAP repeat-containing protein 2/Estrogen receptor	9606	Homo sapiens	PROTEIN COMPLEX	P03372	ESR1	other
117065	CHEMBL3885521	Baculoviral IAP repeat-containing protein 2/Estrogen receptor	9606	Homo sapiens	PROTEIN COMPLEX	Q13490	BIRC2	nuclear_receptor
117065	CHEMBL3885521	Baculoviral IAP repeat-containing protein 2/Estrogen receptor	9606	Homo sapiens	PROTEIN COMPLEX	Q13490	BIRC2	other
117067	CHEMBL3885523	MCL1-BAK1 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q07820	MCL1	other
117067	CHEMBL3885523	MCL1-BAK1 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q16611	BAK1	other
117068	CHEMBL3885524	Bcl-2-like protein 11/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN COMPLEX	Q16548	BCL2A1	other
117068	CHEMBL3885524	Bcl-2-like protein 11/Bcl-2-related protein A1	9606	Homo sapiens	PROTEIN COMPLEX	O43521	BCL2L11	other
117069	CHEMBL3885525	beta-catenin-B-cell lymphoma 9 protein complex	9606	Homo sapiens	PROTEIN COMPLEX	O00512	BCL9	other
117069	CHEMBL3885525	beta-catenin-B-cell lymphoma 9 protein complex	9606	Homo sapiens	PROTEIN COMPLEX	P35222	CTNNB1	other
117071	CHEMBL3885527	Thymidylate synthase/AICAR transformylase	9606	Homo sapiens	PROTEIN FAMILY	P04818	TYMS	other
117071	CHEMBL3885527	Thymidylate synthase/AICAR transformylase	9606	Homo sapiens	PROTEIN FAMILY	P31939	ATIC	other
117072	CHEMBL3885528	Thymidylate synthase/GAR transformylase/AICAR transformylase	9606	Homo sapiens	PROTEIN FAMILY	P04818	TYMS	other
117072	CHEMBL3885528	Thymidylate synthase/GAR transformylase/AICAR transformylase	9606	Homo sapiens	PROTEIN FAMILY	P31939	ATIC	other
117072	CHEMBL3885528	Thymidylate synthase/GAR transformylase/AICAR transformylase	9606	Homo sapiens	PROTEIN FAMILY	P22102	GART	other
117073	CHEMBL3885529	Bile acid receptor/Retinoic acid receptor RXR-alpha	10090	Mus musculus	PROTEIN COMPLEX	P28700	RXRA	nuclear_receptor
117073	CHEMBL3885529	Bile acid receptor/Retinoic acid receptor RXR-alpha	10090	Mus musculus	PROTEIN COMPLEX	Q60641	NR1H4	nuclear_receptor
117075	CHEMBL3885531	C-C motif chemokine 5/Neutrophil defensin 1 (Defensin, alpha 1) 	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P13501	CCL5	other
117077	CHEMBL3885533	Cadherin-1/Transcription factor 7-like 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P12830	CDH1	other
117077	CHEMBL3885533	Cadherin-1/Transcription factor 7-like 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9NQB0	TCF7L2	other
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q7RTN6	STRADA	kinase
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q7RTN6	STRADA	other
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q9Y376	CAB39	kinase
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q9Y376	CAB39	other
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q15831	STK11	kinase
117078	CHEMBL3885534	LKB1-STRAD-MO25 complex	9606	Homo sapiens	PROTEIN COMPLEX	Q15831	STK11	other
117079	CHEMBL3885535	Calmodulin/Proto-oncogene tyrosine-protein kinase Src	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P0DP23	CALM1	other
117079	CHEMBL3885535	Calmodulin/Proto-oncogene tyrosine-protein kinase Src	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P0DP23	CALM1	kinase
117079	CHEMBL3885535	Calmodulin/Proto-oncogene tyrosine-protein kinase Src	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P12931	SRC	other
117079	CHEMBL3885535	Calmodulin/Proto-oncogene tyrosine-protein kinase Src	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P12931	SRC	kinase
117080	CHEMBL3885536	Canalicular multispecific organic anion transporter 1/Solute carrier organic anion transporter family member 1B1	9606	Homo sapiens	PROTEIN FAMILY	Q92887	ABCC2	other
117080	CHEMBL3885536	Canalicular multispecific organic anion transporter 1/Solute carrier organic anion transporter family member 1B1	9606	Homo sapiens	PROTEIN FAMILY	Q9Y6L6	SLCO1B1	other
117082	CHEMBL3885538	Cannabinoid receptor 1/Mu-type opioid receptor	9606	Homo sapiens	PROTEIN COMPLEX	P21554	CNR1	other
117082	CHEMBL3885538	Cannabinoid receptor 1/Mu-type opioid receptor	9606	Homo sapiens	PROTEIN COMPLEX	P35372	OPRM1	other
117083	CHEMBL3885539	Casein kinase I isoform alpha/subunit beta	9606	Homo sapiens	PROTEIN COMPLEX	P67870	CSNK2B	other
117083	CHEMBL3885539	Casein kinase I isoform alpha/subunit beta	9606	Homo sapiens	PROTEIN COMPLEX	P67870	CSNK2B	kinase
117083	CHEMBL3885539	Casein kinase I isoform alpha/subunit beta	9606	Homo sapiens	PROTEIN COMPLEX	P48729	CSNK1A1	other
117083	CHEMBL3885539	Casein kinase I isoform alpha/subunit beta	9606	Homo sapiens	PROTEIN COMPLEX	P48729	CSNK1A1	kinase
117085	CHEMBL3885541	TCF4-CTNNB1 complex	9606	Homo sapiens	PROTEIN COMPLEX	P15884	TCF4	other
117085	CHEMBL3885541	TCF4-CTNNB1 complex	9606	Homo sapiens	PROTEIN COMPLEX	P35222	CTNNB1	other
117086	CHEMBL3885542	Catenin beta-1/Transcription factor 7	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P35222	CTNNB1	other
117086	CHEMBL3885542	Catenin beta-1/Transcription factor 7	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P36402	TCF7	other
117087	CHEMBL3885543	Cellular tumor antigen p53/Death-associated protein kinase 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P53355	DAPK1	other
117087	CHEMBL3885543	Cellular tumor antigen p53/Death-associated protein kinase 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P53355	DAPK1	kinase
117087	CHEMBL3885543	Cellular tumor antigen p53/Death-associated protein kinase 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	other
117087	CHEMBL3885543	Cellular tumor antigen p53/Death-associated protein kinase 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	kinase
117088	CHEMBL3885544	Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q08752	PPID	other
117088	CHEMBL3885544	Cellular tumor antigen p53/Peptidyl-prolyl cis-trans isomerase D	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	other
117089	CHEMBL3885545	Cellular tumor antigen p53/Replication protein A 70 kDa DNA-binding subunit	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	other
117089	CHEMBL3885545	Cellular tumor antigen p53/Replication protein A 70 kDa DNA-binding subunit	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P27694	RPA1	other
117090	CHEMBL3885546	Corticotropin-releasing factor receptor 2/Corticotropin-releasing factor-binding protein	9606	Homo sapiens	PROTEIN COMPLEX	Q13324	CRHR2	other
117090	CHEMBL3885546	Corticotropin-releasing factor receptor 2/Corticotropin-releasing factor-binding protein	9606	Homo sapiens	PROTEIN COMPLEX	P24387	CRHBP	other
117091	CHEMBL3885547	Cullin-1/S-phase kinase-associated protein 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P63208	SKP1	other
117091	CHEMBL3885547	Cullin-1/S-phase kinase-associated protein 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q13616	CUL1	other
117092	CHEMBL3885548	Cyclin-A1/Cyclin-dependent kinase 4	9606	Homo sapiens	PROTEIN COMPLEX	P78396	CCNA1	other
117092	CHEMBL3885548	Cyclin-A1/Cyclin-dependent kinase 4	9606	Homo sapiens	PROTEIN COMPLEX	P78396	CCNA1	kinase
117092	CHEMBL3885548	Cyclin-A1/Cyclin-dependent kinase 4	9606	Homo sapiens	PROTEIN COMPLEX	P11802	CDK4	other
117092	CHEMBL3885548	Cyclin-A1/Cyclin-dependent kinase 4	9606	Homo sapiens	PROTEIN COMPLEX	P11802	CDK4	kinase
117093	CHEMBL3885549	Cyclin-T1/Cyclin-dependent-like kinase 5	9606	Homo sapiens	PROTEIN COMPLEX	Q00535	CDK5	other
117093	CHEMBL3885549	Cyclin-T1/Cyclin-dependent-like kinase 5	9606	Homo sapiens	PROTEIN COMPLEX	Q00535	CDK5	kinase
117093	CHEMBL3885549	Cyclin-T1/Cyclin-dependent-like kinase 5	9606	Homo sapiens	PROTEIN COMPLEX	O60563	CCNT1	other
117093	CHEMBL3885549	Cyclin-T1/Cyclin-dependent-like kinase 5	9606	Homo sapiens	PROTEIN COMPLEX	O60563	CCNT1	kinase
117094	CHEMBL3885550	Cyclin-Y/Cyclin-dependent kinase 16	9606	Homo sapiens	PROTEIN COMPLEX	Q8ND76	CCNY	other
117094	CHEMBL3885550	Cyclin-Y/Cyclin-dependent kinase 16	9606	Homo sapiens	PROTEIN COMPLEX	Q8ND76	CCNY	kinase
117094	CHEMBL3885550	Cyclin-Y/Cyclin-dependent kinase 16	9606	Homo sapiens	PROTEIN COMPLEX	Q00536	CDK16	other
117094	CHEMBL3885550	Cyclin-Y/Cyclin-dependent kinase 16	9606	Homo sapiens	PROTEIN COMPLEX	Q00536	CDK16	kinase
117095	CHEMBL3885551	Cyclin-dependent kinase 1/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24385	CCND1	kinase
117095	CHEMBL3885551	Cyclin-dependent kinase 1/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24385	CCND1	other
117095	CHEMBL3885551	Cyclin-dependent kinase 1/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P06493	CDK1	kinase
117095	CHEMBL3885551	Cyclin-dependent kinase 1/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P06493	CDK1	other
117096	CHEMBL3885552	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	kinase
117096	CHEMBL3885552	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	other
117096	CHEMBL3885552	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24385	CCND1	kinase
117096	CHEMBL3885552	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	9606	Homo sapiens	PROTEIN COMPLEX	P24385	CCND1	other
117097	CHEMBL3885553	Cyclin-dependent kinase 4/6	9606	Homo sapiens	PROTEIN FAMILY	P11802	CDK4	kinase
117097	CHEMBL3885553	Cyclin-dependent kinase 4/6	9606	Homo sapiens	PROTEIN FAMILY	Q00534	CDK6	kinase
117098	CHEMBL3885554	Cyclin-dependent kinase 4/G1/S-specific cyclin-E1	9606	Homo sapiens	PROTEIN COMPLEX	P24864	CCNE1	kinase
117098	CHEMBL3885554	Cyclin-dependent kinase 4/G1/S-specific cyclin-E1	9606	Homo sapiens	PROTEIN COMPLEX	P24864	CCNE1	other
117098	CHEMBL3885554	Cyclin-dependent kinase 4/G1/S-specific cyclin-E1	9606	Homo sapiens	PROTEIN COMPLEX	P11802	CDK4	kinase
117098	CHEMBL3885554	Cyclin-dependent kinase 4/G1/S-specific cyclin-E1	9606	Homo sapiens	PROTEIN COMPLEX	P11802	CDK4	other
117099	CHEMBL3885555	Cdk5-Cdk5r1 complex	10090	Mus musculus	PROTEIN COMPLEX	P61809	CDK5R1	other
117099	CHEMBL3885555	Cdk5-Cdk5r1 complex	10090	Mus musculus	PROTEIN COMPLEX	P49615	CDK5	other
117100	CHEMBL3885556	Cyclin-dependent kinase 8/19	9606	Homo sapiens	PROTEIN FAMILY	P49336	CDK8	kinase
117100	CHEMBL3885556	Cyclin-dependent kinase 8/19	9606	Homo sapiens	PROTEIN FAMILY	Q9BWU1	CDK19	kinase
117101	CHEMBL3885557	Cyclin-dependent kinase inhibitor 1B/S-phase kinase-associated protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P46527	CDKN1B	other
117101	CHEMBL3885557	Cyclin-dependent kinase inhibitor 1B/S-phase kinase-associated protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q13309	SKP2	other
117102	CHEMBL3885558	Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q13309	SKP2	other
117102	CHEMBL3885558	Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P61024	CKS1B	other
117103	CHEMBL3885559	Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P13569	CFTR	ion channel
117103	CHEMBL3885559	Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P13569	CFTR	other
117103	CHEMBL3885559	Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9HD26	GOPC	ion channel
117103	CHEMBL3885559	Cystic fibrosis transmembrane conductance regulator/Golgi-associated PDZ and coiled-coil motif-containing protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9HD26	GOPC	other
117104	CHEMBL3885560	DNMT3B-DNMT3L complex	9606	Homo sapiens	PROTEIN COMPLEX	Q9UJW3	DNMT3L	other
117104	CHEMBL3885560	DNMT3B-DNMT3L complex	9606	Homo sapiens	PROTEIN COMPLEX	Q9UBC3	DNMT3B	other
117106	CHEMBL3885562	Dickkopf-related protein 1/Low-density lipoprotein receptor-related protein 6	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O75581	LRP6	other
117106	CHEMBL3885562	Dickkopf-related protein 1/Low-density lipoprotein receptor-related protein 6	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O94907	DKK1	other
117108	CHEMBL3885564	Dipeptidyl peptidase 8/9	9606	Homo sapiens	PROTEIN FAMILY	Q6V1X1	DPP8	other
117108	CHEMBL3885564	Dipeptidyl peptidase 8/9	9606	Homo sapiens	PROTEIN FAMILY	Q86TI2	DPP9	other
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	Q63932		other
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	Q63932		kinase
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	P31938	MAP2K1	other
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	P31938	MAP2K1	kinase
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	Q63932	MAP2K2	other
117109	CHEMBL3885565	Dual specificity mitogen-activated protein kinase kinase 1/2	10090	Mus musculus	PROTEIN FAMILY	Q63932	MAP2K2	kinase
117110	CHEMBL3885566	Dual specificity mitogen-activated protein kinase kinase 1/Mitogen-activated protein kinase 1/RAF proto-oncogene serine/threonine-protein kinase	9606	Homo sapiens	PROTEIN FAMILY	Q02750	MAP2K1	kinase
117110	CHEMBL3885566	Dual specificity mitogen-activated protein kinase kinase 1/Mitogen-activated protein kinase 1/RAF proto-oncogene serine/threonine-protein kinase	9606	Homo sapiens	PROTEIN FAMILY	P04049	RAF1	kinase
117110	CHEMBL3885566	Dual specificity mitogen-activated protein kinase kinase 1/Mitogen-activated protein kinase 1/RAF proto-oncogene serine/threonine-protein kinase	9606	Homo sapiens	PROTEIN FAMILY	P28482	MAPK1	kinase
117111	CHEMBL3885567	Fanconi anemia group F protein/Transcription factor HES-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q14469	HES1	other
117111	CHEMBL3885567	Fanconi anemia group F protein/Transcription factor HES-1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9NPI8	FANCF	other
117113	CHEMBL3885569	GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1	9606	Homo sapiens	PROTEIN COMPLEX	Q14974	KPNB1	other
117113	CHEMBL3885569	GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1	9606	Homo sapiens	PROTEIN COMPLEX	O95149	SNUPN	other
117113	CHEMBL3885569	GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1	9606	Homo sapiens	PROTEIN COMPLEX	P62826	RAN	other
117114	CHEMBL3885570	Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P18505	GABRB1	ion channel
117114	CHEMBL3885570	Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P14867	GABRA1	ion channel
117115	CHEMBL3885571	Gamma-aminobutyric acid receptor subunit alpha-2/beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P47870	GABRB2	ion channel
117115	CHEMBL3885571	Gamma-aminobutyric acid receptor subunit alpha-2/beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P47869	GABRA2	ion channel
117116	CHEMBL3885572	Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P34903	GABRA3	ion channel
117116	CHEMBL3885572	Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P47870	GABRB2	ion channel
117117	CHEMBL3885573	Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	Q99928	GABRG3	ion channel
117117	CHEMBL3885573	Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
117117	CHEMBL3885573	Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	P34903	GABRA3	ion channel
117118	CHEMBL3885574	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P34903	GABRA3	ion channel
117118	CHEMBL3885574	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
117119	CHEMBL3885575	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta	9606	Homo sapiens	PROTEIN COMPLEX	Q9UN88	GABRQ	ion channel
117119	CHEMBL3885575	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
117119	CHEMBL3885575	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta	9606	Homo sapiens	PROTEIN COMPLEX	P34903	GABRA3	ion channel
117120	CHEMBL3885576	Gamma-aminobutyric acid receptor subunit alpha-5/beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P31644	GABRA5	ion channel
117120	CHEMBL3885576	Gamma-aminobutyric acid receptor subunit alpha-5/beta-2	9606	Homo sapiens	PROTEIN COMPLEX	P47870	GABRB2	ion channel
117121	CHEMBL3885577	Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	Q99928	GABRG3	ion channel
117121	CHEMBL3885577	Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	P31644	GABRA5	ion channel
117121	CHEMBL3885577	Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
117122	CHEMBL3885578	Gamma-aminobutyric acid receptor subunit alpha-6/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
117122	CHEMBL3885578	Gamma-aminobutyric acid receptor subunit alpha-6/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	Q16445	GABRA6	ion channel
117123	CHEMBL3885579	Glucokinase/Glucokinase regulatory protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q14397	GCKR	other
117123	CHEMBL3885579	Glucokinase/Glucokinase regulatory protein	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P35557	GCK	other
117124	CHEMBL3885580	Glucokinase/Glucokinase regulatory protein	10116	Rattus norvegicus	PROTEIN-PROTEIN INTERACTION	Q07071	GCKR	other
117124	CHEMBL3885580	Glucokinase/Glucokinase regulatory protein	10116	Rattus norvegicus	PROTEIN-PROTEIN INTERACTION	P17712	GCK	other
